pmid	doi	year	title	Hugo_Symbol
31221981	10.1038/s12276-019-0230-6	2019	The cancer driver genes IDH1/2, JARID1C/ KDM5C, and UTX/ KDM6A: crosstalk between histone demethylation and hypoxic reprogramming in cancer metabolism.	WHSC1
24682267	10.1182/blood-2013-07-517177	2014	The genomic landscape of mantle cell lymphoma is related to the epigenetically determined chromatin state of normal B cells.	WHSC1
