pmid	doi	year	title	Hugo_Symbol
28695742	10.1021/acs.jproteome.7b00001	2018	Human Regulatory Protein Ki-1/57 Is a Target of SUMOylation and Affects PML Nuclear Body Formation.	DDX10
9766650		1998	NUP98-HOXD13 gene fusion in therapy-related acute myelogenous leukemia.	DDX10
