pmid	doi	year	title	Hugo_Symbol
28064239	10.1182/blood-2016-07-729954	2017	Recurrent somatic mutations affecting B-cell receptor signaling pathway genes in follicular lymphoma.	ZNF608
26498442	10.1186/s12885-015-1766-z	2016	Whole exome sequencing of microdissected splenic marginal zone lymphoma: a study to discover novel tumor-specific mutations.	ZNF608
