pmid	doi	year	title	Hugo_Symbol
30567752	10.1182/blood-2018-07-864025	2019	The mutational landscape of Burkitt-like lymphoma with 11q aberration is distinct from that of Burkitt lymphoma.	INO80
28122867	10.1158/2159-8290.CD-16-0330	2017	The Genetic Basis of Hepatosplenic T-cell Lymphoma.	INO80
26489677	10.1309/LM0BOC84GSQGHYKD	2016	B Lymphoblastic Leukemia With a Novel t(11;15) (q23;q15) and Unique Burkittoid Morphologic and Immunophenotypic Findings in a 9-Year-Old Boy.	INO80
