pmid	doi	year	title	Hugo_Symbol
31952782	10.1016/j.trecan.2019.11.001	2021	Regulatory Factor X 7 and its Potential Link to Lymphoid Cancers.	RFX7
33847741	10.1182/bloodadvances.2020003431	2021	Deciphering the mechanisms of CC-122 resistance in DLBCL via a genome-wide CRISPR screen.	RFX7
30926791	10.1038/s41467-019-09180-3	2019	PiggyBac transposon tools for recessive screening identify B-cell lymphoma drivers in mice.	RFX7
23770605	10.1038/ng.2652	2013	Genome-wide association study identifies multiple risk loci for chronic lymphocytic leukemia.	RFX7
