pmid	doi	year	title	Hugo_Symbol
35583604	10.1158/1078-0432.CCR-21-3347	2022	Interactome of Aiolos/Ikaros Reveals Combination Rationale of Cereblon Modulators with HDAC Inhibitors in DLBCL.	HIST1H1B
24435047	10.1182/blood-2013-05-500264	2014	Mutations in linker histone genes HIST1H1 B, C, D, and E; OCT2 (POU2F2); IRF8; and ARID1A underlying the pathogenesis of follicular lymphoma.	HIST1H1B
