pmid	doi	year	title	Hugo_Symbol
25738577	10.3892/mmr.2015.3404	2015	Apogossypolone induces reactive oxygen species accumulation and controls cell cycle progression in Raji Burkkit's lymphoma cells.	CHD1
8460153	10.1073/pnas.90.6.2414	1993	A mammalian DNA-binding protein that contains a chromodomain and an SNF2/SWI2-like helicase domain.	CHD1
