pmid	doi	year	title	Hugo_Symbol
31114350	10.2147/CMAR.S192845	2020	High expression of dedicator of cytokinesis 1 adversely influences the prognosis of acute myeloid leukemia patients undergoing allogeneic hematopoietic stem cell transplantation.	DOCK1
27539661	10.1016/j.yexcr.2016.08.009	2017	Involvement of Tiam1, RhoG and ELMO2/ILK in Rac1-mediated phagocytosis in human trabecular meshwork cells.	DOCK1
22919583	10.3389/fcimb.2011.00017	2015	Major host factors involved in epithelial cell invasion of Campylobacter jejuni: role of fibronectin, integrin beta1, FAK, Tiam-1, and DOCK180 in activating Rho GTPase Rac1.	DOCK1
15304341	10.1016/j.febslet.2004.06.095	2004	Isolation and characterisation of DOCK8, a member of the DOCK180-related regulators of cell morphology.	DOCK1
